Exam,Unit,Subject,Month,Year,Paper,Number,Section,Topic,Difficulty,Correct,Question,Answer A,Answer B,Answer C,Answer D,Validated Question Code,Validated Answer A Code,Validated Answer B Code,Validated Answer C Code,Validated Answer D Code,Q,A,B,C,D,Question Diagram Path Prefix,A Diagram Path Prefix,B Diagram Path Prefix,C Diagram Path Prefix,D Diagram Path Prefix
cape,1,PureMathematics,May,2023,1,43,Calculus 1,Integration 1,2,D,"\text{The portion of the curve } y = 2x \text{ between } x = a \text{ and } x = b \text{ is rotated } 360^\circ \, (2 \pi \, \text{radians}) \text{ about the } x \text{-axis. The volume, } v \text{, of the solid generated is BEST represented as}","v = \frac{1}{4} \int_{a}^{b} \pi y^2 \, dy","v = \frac{1}{4} \int_{a}^{b} \pi y^2 \, dx","v = 4 \int_{a}^{b} \pi x^2 \, dy","v = 4 \int_{a}^{b} \pi x^2 \, dx","LaTeX(""The portion of the curve $y = 2x$ between $x = a$ and $x = b$ is rotated $360^\\circ \\, (2 \\pi \\,$radians$)$ about the $x$-axis. The volume, $v$, of the solid generated is BEST represented as"").parsingMode(.onlyEquations)","LaTeX(""$v = \\frac{1}{4} \\int_{a}^{b} \\pi y^2 \\, dy$"").parsingMode(.onlyEquations)","LaTeX(""$v = \\frac{1}{4} \\int_{a}^{b} \\pi y^2 \\, dx$"").parsingMode(.onlyEquations)","LaTeX(""$v = 4 \\int_{a}^{b} \\pi x^2 \\, dy$"").parsingMode(.onlyEquations)","LaTeX(""$v = 4 \\int_{a}^{b} \\pi x^2 \\, dx$"").parsingMode(.onlyEquations)","The portion of the curve $y = 2x$ between $x = a$ and $x = b$ is rotated $360^\circ \, (2 \pi \,$radians$)$ about the $x$-axis. The volume, $v$, of the solid generated is BEST represented as","$v = \frac{1}{4} \int_{a}^{b} \pi y^2 \, dy$","$v = \frac{1}{4} \int_{a}^{b} \pi y^2 \, dx$","$v = 4 \int_{a}^{b} \pi x^2 \, dy$","$v = 4 \int_{a}^{b} \pi x^2 \, dx$",cape_1_puremathematics_may_2023_1_43,cape_1_puremathematics_may_2023_1_43_a,cape_1_puremathematics_may_2023_1_43_b,cape_1_puremathematics_may_2023_1_43_c,cape_1_puremathematics_may_2023_1_43_d
cape,1,PureMathematics,May,2023,1,44,Calculus 1,Differentiation 1,3,B,"\text{The radius of a circle is increasing at a rate of } 0.1\,\text{cm}\,\text{s}^{-1} \text{. At the instant when the radius is 3 cm, the rate of increase of the area, in } \text{cm}^2\,\text{s}^{-1} \text{, is}",\frac{2}{5}\pi,\frac{3}{5}\pi,2 \pi,4 \pi,"LaTeX(""The radius of a circle is increasing at a rate of $0.1\\,$cm$\\,$s$^{-1}$. At the instant when the radius is 3 cm, the rate of increase of the area, in cm$^2\\,$s$^{-1}$, is"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{2}{5}\\pi$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{3}{5}\\pi$"").parsingMode(.onlyEquations)","LaTeX(""$2 \\pi$"").parsingMode(.onlyEquations)","LaTeX(""$4 \\pi$"").parsingMode(.onlyEquations)","The radius of a circle is increasing at a rate of $0.1\,$cm$\,$s$^{-1}$. At the instant when the radius is 3 cm, the rate of increase of the area, in cm$^2\,$s$^{-1}$, is",$\frac{2}{5}\pi$,$\frac{3}{5}\pi$,$2 \pi$,$4 \pi$,cape_1_puremathematics_may_2023_1_44,cape_1_puremathematics_may_2023_1_44_a,cape_1_puremathematics_may_2023_1_44_b,cape_1_puremathematics_may_2023_1_44_c,cape_1_puremathematics_may_2023_1_44_d
cape,1,PureMathematics,May,2022,1,1,"Algebra, Geometry and Calculus",Algebraic Operations,2,A,\frac{\sqrt{x} - \sqrt{y}}{\sqrt{x} + \sqrt{y}} \text{ may be expressed as},\frac{x + y - 2 \sqrt{xy}}{x - y},\frac{x - y + 2 \sqrt{xy}}{x + y},\frac{x + y}{x - y},\frac{x - y}{x + y},"LaTeX(""$\\frac{\\sqrt{x} - \\sqrt{y}}{\\sqrt{x} + \\sqrt{y}}$ may be expressed as"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{x + y - 2 \\sqrt{xy}}{x - y}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{x - y + 2 \\sqrt{xy}}{x + y}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{x + y}{x - y}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{x - y}{x + y}$"").parsingMode(.onlyEquations)",$\frac{\sqrt{x} - \sqrt{y}}{\sqrt{x} + \sqrt{y}}$ may be expressed as,$\frac{x + y - 2 \sqrt{xy}}{x - y}$,$\frac{x - y + 2 \sqrt{xy}}{x + y}$,$\frac{x + y}{x - y}$,$\frac{x - y}{x + y}$,cape_1_puremathematics_may_2022_1_1,cape_1_puremathematics_may_2022_1_1_a,cape_1_puremathematics_may_2022_1_1_b,cape_1_puremathematics_may_2022_1_1_c,cape_1_puremathematics_may_2022_1_1_d
cape,1,PureMathematics,May,2022,1,4,"Algebra, Geometry and Calculus",Algebraic Operations,2,C,3 \sqrt{20} - \sqrt{45} + \sqrt{80} \text{ can be simplified as},-\sqrt{5},\sqrt{5},7 \sqrt{5},13 \sqrt{5},"LaTeX(""$3 \\sqrt{20} - \\sqrt{45} + \\sqrt{80}$ can be simplified as"").parsingMode(.onlyEquations)","LaTeX(""$-\\sqrt{5}$"").parsingMode(.onlyEquations)","LaTeX(""$\\sqrt{5}$"").parsingMode(.onlyEquations)","LaTeX(""$7 \\sqrt{5}$"").parsingMode(.onlyEquations)","LaTeX(""$13 \\sqrt{5}$"").parsingMode(.onlyEquations)",$3 \sqrt{20} - \sqrt{45} + \sqrt{80}$ can be simplified as,$-\sqrt{5}$,$\sqrt{5}$,$7 \sqrt{5}$,$13 \sqrt{5}$,cape_1_puremathematics_may_2022_1_4,cape_1_puremathematics_may_2022_1_4_a,cape_1_puremathematics_may_2022_1_4_b,cape_1_puremathematics_may_2022_1_4_c,cape_1_puremathematics_may_2022_1_4_d
cape,1,PureMathematics,May,2022,1,8,"Algebra, Geometry and Calculus",Algebraic Operations,2,A,"P(x) = x^2 - hx - 12h^2 \text{ and } P(\alpha) = 0 \text{. What are the values of } h \text{, in terms of } \alpha \text{?}","-\frac{\alpha}{3}, \frac{\alpha}{4}","-3 \alpha, 4 \alpha","\frac{\alpha}{3}, \frac{\alpha}{4}","\alpha, 4 \alpha","LaTeX(""$P(x) = x^2 - hx - 12h^2$ and $P(\\alpha) = 0$. What are the values of $h$, in terms of $\\alpha$?"").parsingMode(.onlyEquations)","LaTeX(""$-\\frac{\\alpha}{3}, \\frac{\\alpha}{4}$"").parsingMode(.onlyEquations)","LaTeX(""$-3 \\alpha, 4 \\alpha$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\alpha}{3}, \\frac{\\alpha}{4}$"").parsingMode(.onlyEquations)","LaTeX(""$\\alpha, 4 \\alpha$"").parsingMode(.onlyEquations)","$P(x) = x^2 - hx - 12h^2$ and $P(\alpha) = 0$. What are the values of $h$, in terms of $\alpha$?","$-\frac{\alpha}{3}, \frac{\alpha}{4}$","$-3 \alpha, 4 \alpha$","$\frac{\alpha}{3}, \frac{\alpha}{4}$","$\alpha, 4 \alpha$",cape_1_puremathematics_may_2022_1_8,cape_1_puremathematics_may_2022_1_8_a,cape_1_puremathematics_may_2022_1_8_b,cape_1_puremathematics_may_2022_1_8_c,cape_1_puremathematics_may_2022_1_8_d
cape,1,PureMathematics,May,2022,1,21,"Trigonometry, Coordinate Geometry and Vectors",Vectors,2,B,"\text{Given that the position vectors of the points P and Q are } \begin{pmatrix} 2 \ -1 \ 8 \end{pmatrix} \text{ and } \begin{pmatrix} -1 \ 4 \ 4 \end{pmatrix} \text{ respectively, the length of the vector PQ is}",3 \sqrt{2},5 \sqrt{2},4,3,"LaTeX(""Given that the position vectors of the points P and Q are $\\begin{pmatrix} 2 \\ -1 \\ 8 \\end{pmatrix}$ and $\\begin{pmatrix} -1 \\ 4 \\ 4 \\end{pmatrix}$ respectively, the length of the vector PQ is"").parsingMode(.onlyEquations)","LaTeX(""$3 \\sqrt{2}$"").parsingMode(.onlyEquations)","LaTeX(""$5 \\sqrt{2}$"").parsingMode(.onlyEquations)","LaTeX(""4"").parsingMode(.onlyEquations)","LaTeX(""3"").parsingMode(.onlyEquations)","Given that the position vectors of the points P and Q are $\begin{pmatrix} 2 \ -1 \ 8 \end{pmatrix}$ and $\begin{pmatrix} -1 \ 4 \ 4 \end{pmatrix}$ respectively, the length of the vector PQ is",$3 \sqrt{2}$,$5 \sqrt{2}$,4,3,cape_1_puremathematics_may_2022_1_21,cape_1_puremathematics_may_2022_1_21_a,cape_1_puremathematics_may_2022_1_21_b,cape_1_puremathematics_may_2022_1_21_c,cape_1_puremathematics_may_2022_1_21_d
cape,1,PureMathematics,May,2022,1,24,"Trigonometry, Coordinate Geometry and Vectors",Vectors,2,D,\text{The vector } \mathbf{u} \text{ has magnitude } 4 \sqrt{5} \text{ units and is parallel to the vector } \mathbf{v} = \mathbf{i} - 2 \mathbf{j} \text{. A unit vector parallel to } \mathbf{u} \text{ is},\frac{\sqrt{5}}{20}(\mathbf{i} - 2 \mathbf{j}),\frac{4}{\sqrt{5}}(\mathbf{i} - 2 \mathbf{j}),4 \sqrt{5}(\mathbf{i} - 2 \mathbf{j}),\frac{1}{\sqrt{5}}(\mathbf{i} - 2 \mathbf{j}),"LaTeX(""The vector $\\mathbf{u}$ has magnitude $4 \\sqrt{5}$ units and is parallel to the vector $\\mathbf{v} = \\mathbf{i} - 2 \\mathbf{j}$. A unit vector parallel to $\\mathbf{u}$ is"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\sqrt{5}}{20}(\\mathbf{i} - 2 \\mathbf{j})$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{4}{\\sqrt{5}}(\\mathbf{i} - 2 \\mathbf{j})$"").parsingMode(.onlyEquations)","LaTeX(""$4 \\sqrt{5}(\\mathbf{i} - 2 \\mathbf{j})$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{1}{\\sqrt{5}}(\\mathbf{i} - 2 \\mathbf{j})$"").parsingMode(.onlyEquations)",The vector $\mathbf{u}$ has magnitude $4 \sqrt{5}$ units and is parallel to the vector $\mathbf{v} = \mathbf{i} - 2 \mathbf{j}$. A unit vector parallel to $\mathbf{u}$ is,$\frac{\sqrt{5}}{20}(\mathbf{i} - 2 \mathbf{j})$,$\frac{4}{\sqrt{5}}(\mathbf{i} - 2 \mathbf{j})$,$4 \sqrt{5}(\mathbf{i} - 2 \mathbf{j})$,$\frac{1}{\sqrt{5}}(\mathbf{i} - 2 \mathbf{j})$,cape_1_puremathematics_may_2022_1_24,cape_1_puremathematics_may_2022_1_24_a,cape_1_puremathematics_may_2022_1_24_b,cape_1_puremathematics_may_2022_1_24_c,cape_1_puremathematics_may_2022_1_24_d
cape,1,PureMathematics,May,2022,1,27,"Trigonometry, Coordinate Geometry and Vectors",Vectors,2,D,"\text{A vector equation of the line which passes through the points } A(2, 0, -6) \text{ and is parallel to } \mathbf{v} = 4 \mathbf{i} - 5 \mathbf{j} + 7 \mathbf{k} \text{ is } \mathbf{r} =",-2 \mathbf{i} + 5 \mathbf{j} - 13 \mathbf{k} + \lambda(4 \mathbf{i} - 5 \mathbf{j} + 7 \mathbf{k}),-2 \mathbf{i} + 6 \mathbf{k} + \lambda(4 \mathbf{i} - 5 \mathbf{j} + 7 \mathbf{k}),2 \mathbf{i} - 5 \mathbf{j} + 13 \mathbf{k} + \lambda(4 \mathbf{i} - 5 \mathbf{j} + 7 \mathbf{k}),2 \mathbf{i} - 6 \mathbf{k} + \lambda(4 \mathbf{i} - 5 \mathbf{j} + 7 \mathbf{k}),"LaTeX(""A vector equation of the line which passes through the points $A(2, 0, -6)$ and is parallel to $\\mathbf{v} = 4 \\mathbf{i} - 5 \\mathbf{j} + 7 \\mathbf{k}$ is $\\mathbf{r} =$"").parsingMode(.onlyEquations)","LaTeX(""$-2 \\mathbf{i} + 5 \\mathbf{j} - 13 \\mathbf{k} + \\lambda(4 \\mathbf{i} - 5 \\mathbf{j} + 7 \\mathbf{k})$"").parsingMode(.onlyEquations)","LaTeX(""$-2 \\mathbf{i} + 6 \\mathbf{k} + \\lambda(4 \\mathbf{i} - 5 \\mathbf{j} + 7 \\mathbf{k})$"").parsingMode(.onlyEquations)","LaTeX(""$2 \\mathbf{i} - 5 \\mathbf{j} + 13 \\mathbf{k} + \\lambda(4 \\mathbf{i} - 5 \\mathbf{j} + 7 \\mathbf{k})$"").parsingMode(.onlyEquations)","LaTeX(""$2 \\mathbf{i} - 6 \\mathbf{k} + \\lambda(4 \\mathbf{i} - 5 \\mathbf{j} + 7 \\mathbf{k})$"").parsingMode(.onlyEquations)","A vector equation of the line which passes through the points $A(2, 0, -6)$ and is parallel to $\mathbf{v} = 4 \mathbf{i} - 5 \mathbf{j} + 7 \mathbf{k}$ is $\mathbf{r} =$",$-2 \mathbf{i} + 5 \mathbf{j} - 13 \mathbf{k} + \lambda(4 \mathbf{i} - 5 \mathbf{j} + 7 \mathbf{k})$,$-2 \mathbf{i} + 6 \mathbf{k} + \lambda(4 \mathbf{i} - 5 \mathbf{j} + 7 \mathbf{k})$,$2 \mathbf{i} - 5 \mathbf{j} + 13 \mathbf{k} + \lambda(4 \mathbf{i} - 5 \mathbf{j} + 7 \mathbf{k})$,$2 \mathbf{i} - 6 \mathbf{k} + \lambda(4 \mathbf{i} - 5 \mathbf{j} + 7 \mathbf{k})$,cape_1_puremathematics_may_2022_1_27,cape_1_puremathematics_may_2022_1_27_a,cape_1_puremathematics_may_2022_1_27_b,cape_1_puremathematics_may_2022_1_27_c,cape_1_puremathematics_may_2022_1_27_d
cape,1,PureMathematics,May,2022,1,29,"Trigonometry, Coordinate Geometry and Vectors",Vectors,2,B,\text{The vector } \mathbf{a} \text{ is given as } 5 \mathbf{i} + 12 \mathbf{j} \text{. A unit vector parallel to } \mathbf{a} \text{ is},\frac{3}{13}(5 \mathbf{i} + 12 \mathbf{j}),\frac{1}{13}(5 \mathbf{i} + 12 \mathbf{j}),15 \mathbf{i} + 36 \mathbf{j},195 \mathbf{i} + 468 \mathbf{j},"LaTeX(""The vector $\\mathbf{a}$ is given as $5 \\mathbf{i} + 12 \\mathbf{j}$. A unit vector parallel to $\\mathbf{a}$ is"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{3}{13}(5 \\mathbf{i} + 12 \\mathbf{j})$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{1}{13}(5 \\mathbf{i} + 12 \\mathbf{j})$"").parsingMode(.onlyEquations)","LaTeX(""$15 \\mathbf{i} + 36 \\mathbf{j}$"").parsingMode(.onlyEquations)","LaTeX(""$195 \\mathbf{i} + 468 \\mathbf{j}$"").parsingMode(.onlyEquations)",The vector $\mathbf{a}$ is given as $5 \mathbf{i} + 12 \mathbf{j}$. A unit vector parallel to $\mathbf{a}$ is,$\frac{3}{13}(5 \mathbf{i} + 12 \mathbf{j})$,$\frac{1}{13}(5 \mathbf{i} + 12 \mathbf{j})$,$15 \mathbf{i} + 36 \mathbf{j}$,$195 \mathbf{i} + 468 \mathbf{j}$,cape_1_puremathematics_may_2022_1_29,cape_1_puremathematics_may_2022_1_29_a,cape_1_puremathematics_may_2022_1_29_b,cape_1_puremathematics_may_2022_1_29_c,cape_1_puremathematics_may_2022_1_29_d
cape,1,PureMathematics,May,2022,1,30,"Trigonometry, Coordinate Geometry and Vectors",Vectors,3,A,\text{The angle between the vectors } \mathbf{u} = 4 \mathbf{i} - 5 \mathbf{j} + \mathbf{k} \text{ and } \mathbf{v} = 3 \mathbf{i} + 6 \mathbf{j} - \mathbf{k} \text{ is},115.61^\circ,151.61^\circ,124.87^\circ,111.49^\circ,"LaTeX(""The angle between the vectors $\\mathbf{u} = 4 \\mathbf{i} - 5 \\mathbf{j} + \\mathbf{k}$ and $\\mathbf{v} = 3 \\mathbf{i} + 6 \\mathbf{j} - \\mathbf{k}$ is"").parsingMode(.onlyEquations)","LaTeX(""$115.61^\\circ$"").parsingMode(.onlyEquations)","LaTeX(""$151.61^\\circ$"").parsingMode(.onlyEquations)","LaTeX(""$124.87^\\circ$"").parsingMode(.onlyEquations)","LaTeX(""$111.49^\\circ$"").parsingMode(.onlyEquations)",The angle between the vectors $\mathbf{u} = 4 \mathbf{i} - 5 \mathbf{j} + \mathbf{k}$ and $\mathbf{v} = 3 \mathbf{i} + 6 \mathbf{j} - \mathbf{k}$ is,$115.61^\circ$,$151.61^\circ$,$124.87^\circ$,$111.49^\circ$,cape_1_puremathematics_may_2022_1_30,cape_1_puremathematics_may_2022_1_30_a,cape_1_puremathematics_may_2022_1_30_b,cape_1_puremathematics_may_2022_1_30_c,cape_1_puremathematics_may_2022_1_30_d
cape,1,PureMathematics,May,2022,1,31,Calculus 1,Differentiation 1,2,D,"\text{Given that } y = (2x - 1)^4, \frac{d^2y}{dx^2} =",8 \sqrt{y},16 \sqrt{y},24 \sqrt{y},48 \sqrt{y},"LaTeX(""Given that $y = (2x - 1)^4, \\frac{d^2y}{dx^2} =$"").parsingMode(.onlyEquations)","LaTeX(""$8 \\sqrt{y}$"").parsingMode(.onlyEquations)","LaTeX(""$16 \\sqrt{y}$"").parsingMode(.onlyEquations)","LaTeX(""$24 \\sqrt{y}$"").parsingMode(.onlyEquations)","LaTeX(""$48 \\sqrt{y}$"").parsingMode(.onlyEquations)","Given that $y = (2x - 1)^4, \frac{d^2y}{dx^2} =$",$8 \sqrt{y}$,$16 \sqrt{y}$,$24 \sqrt{y}$,$48 \sqrt{y}$,cape_1_puremathematics_may_2022_1_31,cape_1_puremathematics_may_2022_1_31_a,cape_1_puremathematics_may_2022_1_31_b,cape_1_puremathematics_may_2022_1_31_c,cape_1_puremathematics_may_2022_1_31_d
cape,1,PureMathematics,May,2022,1,35,Calculus 1,Limits,3,B,\lim_{(x \to 4)} \frac{x^2 - 2x - 24}{x^2 - 5x - 36} =,-\frac{10}{13},\frac{10}{13},0,\infty,"LaTeX(""$\\lim_{(x \\to 4)} \\frac{x^2 - 2x - 24}{x^2 - 5x - 36} =$"").parsingMode(.onlyEquations)","LaTeX(""$-\\frac{10}{13}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{10}{13}$"").parsingMode(.onlyEquations)","LaTeX(""0"").parsingMode(.onlyEquations)","LaTeX(""$\\infty$"").parsingMode(.onlyEquations)",$\lim_{(x \to 4)} \frac{x^2 - 2x - 24}{x^2 - 5x - 36} =$,$-\frac{10}{13}$,$\frac{10}{13}$,0,$\infty$,cape_1_puremathematics_may_2022_1_35,cape_1_puremathematics_may_2022_1_35_a,cape_1_puremathematics_may_2022_1_35_b,cape_1_puremathematics_may_2022_1_35_c,cape_1_puremathematics_may_2022_1_35_d
cape,1,PureMathematics,May,2022,1,36,Calculus 1,Integration 1,4,A,"\text{The volume of the solid generated when the area enclosed by the curve } y = x^2 \text{, the } y \text{-axis and the line } y = 4 \text{ is rotated } 360^\circ \text{ about the } y\text{-axis is}",8 \pi,16 \pi,32 \pi,64 \pi,"LaTeX(""The volume of the solid generated when the area enclosed by the curve $y = x^2$, the $y$-axis and the line $y = 4$ is rotated $360^\\circ$ about the $y$-axis is"").parsingMode(.onlyEquations)","LaTeX(""$8 \\pi$"").parsingMode(.onlyEquations)","LaTeX(""$16 \\pi$"").parsingMode(.onlyEquations)","LaTeX(""$32 \\pi$"").parsingMode(.onlyEquations)","LaTeX(""$64 \\pi$"").parsingMode(.onlyEquations)","The volume of the solid generated when the area enclosed by the curve $y = x^2$, the $y$-axis and the line $y = 4$ is rotated $360^\circ$ about the $y$-axis is",$8 \pi$,$16 \pi$,$32 \pi$,$64 \pi$,cape_1_puremathematics_may_2022_1_36,cape_1_puremathematics_may_2022_1_36_a,cape_1_puremathematics_may_2022_1_36_b,cape_1_puremathematics_may_2022_1_36_c,cape_1_puremathematics_may_2022_1_36_d
cape,1,PureMathematics,May,2022,1,43,Calculus 1,Integration 1,4,D,"\text{The portion of the curve } y = 2x \text{ between } x = a \text{ and } x = b \text{ is rotated } 360^\circ \, (2 \pi \, \text{radians}) \text{ about the } x\text{-axis. The volume, } v\text{, of the solid generated is BEST represented as}","v = \frac{1}{4} \int_a^b \pi y^2 \, dy","v = \frac{1}{4} \int_a^b \pi y^2 \, dx","v = 4 \int_a^b \pi x^2 \, dy","v = 4 \int_a^b \pi x^2 \, dx","LaTeX(""The portion of the curve $y = 2x$ between $x = a$ and $x = b$ is rotated $360^\\circ \\, (2 \\pi \\,$radians$)$ about the $x$-axis. The volume, $v$, of the solid generated is BEST represented as"").parsingMode(.onlyEquations)","LaTeX(""$v = \\frac{1}{4} \\int_a^b \\pi y^2 \\, dy$"").parsingMode(.onlyEquations)","LaTeX(""$v = \\frac{1}{4} \\int_a^b \\pi y^2 \\, dx$"").parsingMode(.onlyEquations)","LaTeX(""$v = 4 \\int_a^b \\pi x^2 \\, dy$"").parsingMode(.onlyEquations)","LaTeX(""$v = 4 \\int_a^b \\pi x^2 \\, dx$"").parsingMode(.onlyEquations)","The portion of the curve $y = 2x$ between $x = a$ and $x = b$ is rotated $360^\circ \, (2 \pi \,$radians$)$ about the $x$-axis. The volume, $v$, of the solid generated is BEST represented as","$v = \frac{1}{4} \int_a^b \pi y^2 \, dy$","$v = \frac{1}{4} \int_a^b \pi y^2 \, dx$","$v = 4 \int_a^b \pi x^2 \, dy$","$v = 4 \int_a^b \pi x^2 \, dx$",cape_1_puremathematics_may_2022_1_43,cape_1_puremathematics_may_2022_1_43_a,cape_1_puremathematics_may_2022_1_43_b,cape_1_puremathematics_may_2022_1_43_c,cape_1_puremathematics_may_2022_1_43_d
cape,1,PureMathematics,May,2021,1,4,"Algebra, Geometry and Calculus",Algebraic Operations,2,A,4 \sqrt{x} + \frac{4 \sqrt{3x}}{\sqrt{48}} =,5 \sqrt{x},\frac{\sqrt{x}}{3},4 \sqrt{x} + 1,4 \sqrt{x} + \frac{\sqrt{x}}{4},"LaTeX(""$4 \\sqrt{x} + \\frac{4 \\sqrt{3x}}{\\sqrt{48}} =$"").parsingMode(.onlyEquations)","LaTeX(""$5 \\sqrt{x}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\sqrt{x}}{3}$"").parsingMode(.onlyEquations)","LaTeX(""$4 \\sqrt{x} + 1$"").parsingMode(.onlyEquations)","LaTeX(""$4 \\sqrt{x} + \\frac{\\sqrt{x}}{4}$"").parsingMode(.onlyEquations)",$4 \sqrt{x} + \frac{4 \sqrt{3x}}{\sqrt{48}} =$,$5 \sqrt{x}$,$\frac{\sqrt{x}}{3}$,$4 \sqrt{x} + 1$,$4 \sqrt{x} + \frac{\sqrt{x}}{4}$,cape_1_puremathematics_may_2021_1_4,cape_1_puremathematics_may_2021_1_4_a,cape_1_puremathematics_may_2021_1_4_b,cape_1_puremathematics_may_2021_1_4_c,cape_1_puremathematics_may_2021_1_4_d
cape,1,PureMathematics,May,2021,1,10,"Algebra, Geometry and Calculus",Exponential and Logarithmis Functions,2,B,\log_8 18 + 3 \log_8 2 - 2 \log_8 3 =,\frac{2}{3},\frac{4}{3},2,4,"LaTeX(""$\\log_8 18 + 3 \\log_8 2 - 2 \\log_8 3 =$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{2}{3}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{4}{3}$"").parsingMode(.onlyEquations)","LaTeX(""$2$"").parsingMode(.onlyEquations)","LaTeX(""$4$"").parsingMode(.onlyEquations)",$\log_8 18 + 3 \log_8 2 - 2 \log_8 3 =$,$\frac{2}{3}$,$\frac{4}{3}$,$2$,$4$,cape_1_puremathematics_may_2021_1_10,cape_1_puremathematics_may_2021_1_10_a,cape_1_puremathematics_may_2021_1_10_b,cape_1_puremathematics_may_2021_1_10_c,cape_1_puremathematics_may_2021_1_10_d
cape,1,PureMathematics,May,2021,1,15,"Algebra, Geometry and Calculus",Cubic Functions and Equations,3,D,"\text{Given that } \alpha, 2 \alpha \text{ and } 3 \alpha \text{ are the roots of the equation } x^3 + kx^2 + 48 = 0 \text{, the value of the constant } k \text{ is}",-12,-2,2,12,"LaTeX(""Given that $\\alpha, 2 \\alpha$ and $3 \\alpha$ are the roots of the equation $x^3 + kx^2 + 48 = 0$, the value of the constant $k$ is"").parsingMode(.onlyEquations)","LaTeX(""$-12$"").parsingMode(.onlyEquations)","LaTeX(""$-2$"").parsingMode(.onlyEquations)","LaTeX(""$2$"").parsingMode(.onlyEquations)","LaTeX(""$12$"").parsingMode(.onlyEquations)","Given that $\alpha, 2 \alpha$ and $3 \alpha$ are the roots of the equation $x^3 + kx^2 + 48 = 0$, the value of the constant $k$ is",$-12$,$-2$,$2$,$12$,cape_1_puremathematics_may_2021_1_15,cape_1_puremathematics_may_2021_1_15_a,cape_1_puremathematics_may_2021_1_15_b,cape_1_puremathematics_may_2021_1_15_c,cape_1_puremathematics_may_2021_1_15_d
cape,1,PureMathematics,May,2021,1,16,"Trigonometry, Coordinate Geometry and Vectors","Trigonometric Functions, Identities and Equations",2,C,"\text{What value of } \theta, 0 \le \theta \le \pi \text{, satisfies the equation } 2 \cos^2 \theta + 3 \cos \theta - 2 = 0 \text{?}",\frac{\pi}{6},\frac{\pi}{4},\frac{\pi}{3},\frac{\pi}{2},"LaTeX(""What value of $\\theta, 0 \\le \\theta \\le \\pi$, satisfies the equation $2 \\cos^2 \\theta + 3 \\cos \\theta - 2 = 0$?"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\pi}{6}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\pi}{4}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\pi}{3}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\pi}{2}$"").parsingMode(.onlyEquations)","What value of $\theta, 0 \le \theta \le \pi$, satisfies the equation $2 \cos^2 \theta + 3 \cos \theta - 2 = 0$?",$\frac{\pi}{6}$,$\frac{\pi}{4}$,$\frac{\pi}{3}$,$\frac{\pi}{2}$,cape_1_puremathematics_may_2021_1_16,cape_1_puremathematics_may_2021_1_16_a,cape_1_puremathematics_may_2021_1_16_b,cape_1_puremathematics_may_2021_1_16_c,cape_1_puremathematics_may_2021_1_16_d
cape,1,PureMathematics,May,2021,1,17,"Trigonometry, Coordinate Geometry and Vectors",Vectors,3,A,\text{The angle between the vectors } a = 2 \mathbf{i} - \mathbf{j} + 2 \mathbf{k} \text{ and } b = \mathbf{i} + 4 \mathbf{j} + \mathbf{k} \text{ is},\frac{\pi}{2},\frac{\pi}{3},\frac{\pi}{4},\frac{\pi}{6},"LaTeX(""The angle between the vectors $a = 2 \\mathbf{i} - \\mathbf{j} + 2 \\mathbf{k}$ and $b = \\mathbf{i} + 4 \\mathbf{j} + \\mathbf{k}$ is"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\pi}{2}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\pi}{3}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\pi}{4}$"").parsingMode(.onlyEquations)","LaTeX(""$\\frac{\\pi}{6}$"").parsingMode(.onlyEquations)",The angle between the vectors $a = 2 \mathbf{i} - \mathbf{j} + 2 \mathbf{k}$ and $b = \mathbf{i} + 4 \mathbf{j} + \mathbf{k}$ is,$\frac{\pi}{2}$,$\frac{\pi}{3}$,$\frac{\pi}{4}$,$\frac{\pi}{6}$,cape_1_puremathematics_may_2021_1_17,cape_1_puremathematics_may_2021_1_17_a,cape_1_puremathematics_may_2021_1_17_b,cape_1_puremathematics_may_2021_1_17_c,cape_1_puremathematics_may_2021_1_17_d
